0	1
muat	pemuatan
mubazir	mubazir
mubazir	memubazirkan
mubazir	pemubaziran
mubazir	kemubaziran
muda	muda
muda	bermuda
muda	bermuda-muda
muda	memudakan
muda	termuda
muda	mempermuda
muda	pemuda
muda	kemudaan
muda	kemuda-mudaan
muda	kepemudaan
mudah	mudah
mudah	bermudah-mudah
mudah	memudahkan
mudah	mempermudah
mudah	pemudah
mudah	kemudahan
mudah	semudah
mudarat	mudarat
mudarat	bermudarat
mudarat	kemudaratan
mudik	mudik
mudik	memudik
mudik	memudikkan
mudik	pemudik
mudik	semudik
mufakat	mufakat
mufakat	bermufakat
mufakat	memufakati
mufakat	memufakatkan
mufakat	pemufakatan
mufakat	kemufakatan
mujur	mujur
mujur	pemujur
mujur	kemujuran
mujur	semujur
mujur	semujur-mujurnya
muka	muka
muka	muka-muka
muka	bermuka
muka	bermuka-muka
muka	permukaan
muka	pemuka
muka	semuka
muka	bersemuka
muka	menyemukakan
muka	mengemuka
muka	mengemukakan
muka	terkemuka
muka	pengemukaan
mukim	mukim
mukim	bermukim
mukim	memukimkan
mukim	permukiman
mukim	pemukim
mukim	pemukiman
mula	mula
mula	mula-mula
mula	bermula
mula	bermula-mula
mula	memula
mula	memulakan
mula	permulaan
mula	pemula
mula	semula
mula	sebermula
mulia	mulia
mulia	memuliakan
mulia	termulia
mulia	mempermulia
mulia	pemulia
mulia	pemuliaan
mulia	kemuliaan
muluk	muluk
muluk	muluk-muluk
muluk	bermuluk-muluk
mulus	mulus
mulus	memuluskan
mulus	mempermulus
mulus	kemulusan
mulut	mulut
mulut	bermulut
mulut	bermulut-mulut
mulut	mulut-mulutan
muncrat,	muncrat,
muncrat,	memuncrat
muncrat,	memuncratkan
muncul	muncul
muncul	bermunculan
muncul	memunculkan
muncul	pemunculan
muncul	kemunculan
mundur	mundur
mundur	memundurkan
mundur	pemunduran
mundur	kemunduran
mungkar	mungkar
mungkar	memungkari
mungkar	kemungkaran
mungkin	mungkin
mungkin	memungkinkan
mungkin	kemungkinan
muntah	muntah
muntah	memuntahi
muntah	memuntahkan
muntah	dimuntahkan
muntah	muntahan
murah	murah
murah	memurahkan
murah	murahan
murah	mempermurah
murah	pemurah
murah	kemurahan
muram	muram
muram	bermuram
muram	memuramkan
muram	kemuraman
murka	murka
murka	memurkai
murka	kemurkaan
murni	murni
murni	memurnikan
murni	pemurnian
murni	kemurnian
murtad	murtad
murtad	memurtadkan
murtad	pemurtadan
murtad	kemurtadan
museum	museum
museum	memuseumkan
museum	permuseuman
musik	musik
musik	bermusik
musik	memusiki
musik	memusikkan
musik	musikan
musik	permusikan
musik	musikpemusik
musim	musim
musim	bermusim
musim	musiman
muskil	muskil
muskil	memuskilkan
muskil	kemuskilan
musnah	musnah
musnah	memusnahkan
musnah	pemusnah
musnah	pemusnahan
musnah	kemusnahan
mustahil	mustahil
mustahil	memustahilkan
mustahil	kemustahilan
musuh	musuh
musuh	bermusuh
musuh	bermusuhan
musuh	memusuhi
musuh	permusuhan
musyawarah	musyawarah
musyawarah	perembukanbermusyawarah
musyawarah	memusyawarahkan
mutalaah	mutalaah
mutalaah	memutalaah
mutalaah	memutalaahkan
mutasi	mutasi
mutasi	memutasikan
mutasi	pemutasian
mutu	mutu
mutu	bermutu
mutu	semutu
nada	nada
nada	bernada
nada	nada-nadanya
nafkah	nafkah
nafkah	menafkahi
nafkah	menafkahkan
naik	naik
naik	kelas
naik	menaikkelaskan
naik	naik
naik	turun,
naik	menaikturunkan
naik	naik
naik	menaik
naik	menaiki
naik	menaikkan
naik	penaikan
naik	kenaikan
najis	najis
najis	menajiskan
najis	kenajisan
nakal	nakal
nakal	menakali
nakal	nakal-nakalan
nakal	kenakalan
nalam	nalam
nalam	bernalam
nalam	menalamkan
nalar	nalar
nalar	bernalar
nalar	kebernalaran
nalar	menalarkan
nalar	penalaran
nama	nama
nama	bernama
nama	menamai
nama	menamakan
nama	ternama
nama	penamaan
nama	kenamaan
nanah	nanah
nanah	bernanah
nanah	menanah
nanar	nanar
nanar	menanarkan
nanar	ternanar
nanti	nanti
nanti	bernanti-nanti
nanti	nantinya
nanti	nanti
nanti	bernanti-nanti
nanti	bernantian
nanti	menanti
nanti	menanti-nanti
nanti	menantikan
nanti	ternanti-nanti
nanti	nanti-nantian
nanti	penanti
nanti	penantian
napas	napas
napas	bernapas
napas	bernapaskan
napas	menapaskan
napas	pernapasan
napas	senapas
nasib	nasib
nasib	bernasib
nasib	nasib-nasiban
nasib	senasib
nasihat	nasihat
nasihat	menasihati
nasihat	menasihatkan
nasihat	penasihat
nasional	nasional
nasional	menasional
nasional	menasionalkan
nasional	penasionalan
nasional	kenasionalan
nasionalisasi	nasionalisasi
nasionalisasi	menasionalisasi
nasionalisasi	menasionalisasikan
naung,	naung,
naung,	bernaung
naung,	menaungi
naung,	naungan
naung,	penaung
naung,	penaungan
nazar	nazar
nazar	bernazar
nazar	menazarkan
negara	negara
negara	bernegara
negara	menegara
negara	kenegaraan
nekat	nekat
nekat	nekat-nekat
nekat	penekat
nekat	kenekatan
netral	netral
netral	menetralkan
netral	penetralan
netral	kenetralan
nganga,	nganga,
nganga,	menganga
nganga,	mengangakan
nganga,	ternganga
ngenas	ngenas
ngenas	mengenas
ngenas	mengenaskan
ngeri	ngeri
ngeri	mengerikan
ngeri	kengerian
ngiang	ngiang
ngiang	mengiang
ngiang	mengiang-ngiang
ngiang	terngiang
ngiang	terngiang-ngiang
niaga	niaga
niaga	berniaga
niaga	meniaga
niaga	meniagakan
niaga	perniagaan
niaga	memperniagakan
niaga	peniaga
niat	niat
niat	berniat
niat	berniat-niat
niat	meniatkan
niat	terniat
nikah	nikah
nikah	menikah
nikah	menikahi
nikah	menikahkan
nikah	pernikahan
nikmat	nikmat
nikmat	menikmati
nikmat	penikmat
nikmat	penikmatan
nikmat	kenikmatan
nilai	nilai
nilai	bernilai
nilai	menilai
nilai	ternilai
nilai	penilai
nilai	penilaian
ninabobo	ninabobo
ninabobo	meninabobokan
ninabobo	terninabobo
ningrat	ningrat
ningrat	meningratkan
ningrat	keningrat-ningratan
nisbi	nisbi
nisbi	menisbikan
nisbi	kenisbian
nista	nista
nista	menista
nista	menistakan
nista	ternista
nista	nistaan
nista	penista
nista	kenistaan
nobat	nobat
nobat	menobatkan
nobat	penobatan
noda	noda
noda	bernoda
noda	menodai
noda	ternoda
nomor	nomor
nomor	bernomor
nomor	menomori
nomor	penomoran
nonaktif	nonaktif
nonaktif	menonaktifkan
nonaktif	penonaktifan
nubuat	nubuat
nubuat	bernubuat
nubuat	menubuatkan
nujum	nujum
nujum	menujum
nujum	menujumkan
nujum	nujuman
nujum	penujuman
nukil	nukil
nukil	menukil
nukil	menukilkan
nukil	ternukil
nukil	nukilan
nyala	nyala
nyala	bernyala
nyala	bernyala-nyala
nyala	menyala
nyala	menyala-nyala
nyala	menyalakan
nyaman	nyaman
nyaman	menyamankan
nyaman	kenyamanan
nyanyi	nyanyi
nyanyi	bernyanyi
nyanyi	menyanyi
nyanyi	menyanyikan
nyanyi	nyanyian
nyanyi	penyanyi
nyaring	nyaring
nyaring	menyaringkan
nyaring	kenyaringan
nyata	nyata
nyata	menyatakan
nyata	ternyata
nyata	ternyatakan
nyata	pernyataan
nyata	kenyataan
nyawa	nyawa
nyawa	bernyawa
nyawa	senyawa
nyawa	bersenyawa
nyawa	senyawaan
nyawa	persenyawaan
berobat	berobat
berobat	mengobati
berobat	mengobatkan
berobat	terobat
berobat	terobati
berobat	obat-obatan
berobat	pengobat
berobat	pengobatan
objek	objek
objek	mengobjek
objek	mengobjekkan
objek	objekan
objek	pengobjek
objek	pengobjekan
mengobor	mengobor
mengobor	mengobori
mengobor	pengoboran
obral	obral
obral	mengobral
obral	mengobralkan
obral	obralan
obral	pengobralan
obrol,	obrol,
obrol,	mengobrol
obrol,	mengobrolkan
obrol,	obrolan
mengodol	mengodol
mengodol	mengodol-odol
mengodol	odolan
mengodol	pengodolan
mengojek	mengojek
mengojek	mengojekkan
mengojek	pengojek
oksidasi	oksidasi
oksidasi	mengoksidasi
oksidasi	teroksidasi
oksidasi	pengoksidasi
berolah	berolah
berolah	mengolah
berolah	memperolahkan
berolah	olahan
berolah	seolah-olah
mengolah	mengolah
mengolah	olahan
mengolah	pengolah
mengolah	pengolahan
mengolah	seolah-olah
olahraga	olahraga
olahraga	tertentuberolahraga
olahraga	memberolahragakan
olahraga	mengolahragakan
olahraga	keolahragaan
berolak	berolak
berolak	olakan
berolak	perolakan
mengolang-aling	mengolang-aling
mengolang-aling	mengolang-alingkan
mengolang-aling	olang-alingan
beroleh	beroleh
beroleh	perolehan
beroleh	memperoleh
beroleh	pemerolehan
beroleng-oleng	beroleng-oleng
beroleng-oleng	mengoleng
beroleng-oleng	mengoleng-oleng
beroleng-oleng	teroleng-oleng
beroleng-oleng	olengan
mengoles	mengoles
mengoles	mengoleskan
mengoles	olesan
mengoles	pengoles
berolok-olok	berolok-olok
berolok-olok	mengolok-olok
berolok-olok	olok-olokan
berolok-olok	memperolok-olok
berolok-olok	memperolok-olokkan
ombak	ombak
ombak	berombak
ombak	mengombak
ombang-ambing,	ombang-ambing,
ombang-ambing,	mengombang-ambing
ombang-ambing,	mengombang-ambingkan
ombang-ambing,	terombang-ambing
mengomel	mengomel
mengomel	mengomeli
mengomel	omelan
mengomel	pengomel
beromong-omong	beromong-omong
beromong-omong	mengomong
beromong-omong	mengomongkan
beromong-omong	omongan
beromong-omong	pengomongan
ompreng	ompreng
ompreng	mengompreng
ompreng	omprengan
omprong,	omprong,
omprong,	mengomprong
omprong,	pengomprong
omprong,	pengomprongan
onggok	onggok
onggok	beronggok-onggok
onggok	mengonggokkan
onggok	onggokan
ongkok	ongkok
ongkok	mengongkok-ongkok
ongkok	mengongkoki
ongkos	ongkos
ongkos	mengongkosi
ongkos	perongkosan
mengoper	mengoper
mengoper	mengoperkan
mengoper	operan
mengoper	pengoperan
operasi	operasi
operasi	beroperasi
operasi	mengoperasi
operasi	mengoperasikan
operasi	pengoperasian
oplos,	oplos,
oplos,	mengoplos
oplos,	oplosan
optimal	optimal
optimal	mengoptimalkan
optimal	pengoptimalan
optimum	optimum
optimum	mengoptimumkan
optimum	pengoptimuman
mengorak	mengorak
mengorak	terorak
mengorak	pengorak
berorang-orang	berorang-orang
berorang-orang	mengorangkan
berorang-orang	orang-orangan
berorang-orang	perseorangan
berorang-orang	seorang
berorang-orang	perorangan
berorang-orang	keseorangan
berorang-orang	seseorang
orbit	orbit
orbit	mengorbit
orbit	mengorbitkan
orbit	pengorbitan
organisasi	organisasi
organisasi	berorganisasi
organisasi	mengorganisasi
organisasi	terorganisasi
organisasi	pengorganisasi
organisasi	pengorganisasian
organisasi	keorganisasian
ornamen	ornamen
ornamen	mengornamenkan
ornamen	pengornamenan
otomatis	otomatis
otomatis	mengotomatiskan
otomatis	pengotomatisan
otonomi	otonomi
otonomi	berotonomi
otonomi	mengotonomikan
otonomi	pengotonomian
pacak	pacak
pacak	memacak
pacak	memacakkan
pacak	terpacak
pacar	pacar
pacar	berpacaran
pacar	memacari
pacar	pacaran
pacek	pacek
pacek	berpacek
pacek	memacek
pacek	pemacek
pacek	pemacekan
pacu	pacu
pacu	berpacu
pacu	memacu
pacu	pacuan
pacu	pemacu
pacul	pacul
pacul	memacul
pacul	terpacul
pada	pada
pada	berpada-pada
pada	memadai
pada	memada-madai
pada	memadakan
pada	terpada
pada	kepadaan
padam	padam
padam	memadami
padam	memadamkan
padam	pemadam
padam	pemadaman
padam	kepadaman
padan	padan
padan	berpadanan
padan	memadan
padan	memadan-madan
padan	memadankan
padan	padanan
padan	pemadan
padan	sepadan
padan	bersepadan
padan	menyepadan
padat	padat
padat	memadat
padat	memadati
padat	memadatkan
padat	pemadat
padat	pemadatan
padat	padatan
padat	kepadatan
padi	padi
padi	berpadi
padi	padi-padian
padi	perpadian
padu	padu
padu	berpadu
padu	berpadu-padu
padu	memadu
padu	memadukan
padu	memperpadukan
padu	paduan
padu	kepaduan
padu	terpadu
padu	keterpaduan
padu	perpaduan
padu	pemadu
padu	pemaduan
paes	paes
paes	memaes
paes	paesan
pagar	pagar
pagar	berpagar
pagar	memagar
pagar	memagari
pagar	memagarkan
pagi	pagi
pagi	pagi-pagi
pagi	kepagian
pagi	sepagian
pagut	pagut
pagut	memagut
pagut	pagutan
pagut	pagut
pagut	berpagut
pagut	berpagutan
pagut	memagut
pagut	pagutan
pagut	sepemagutan
paham	paham
paham	berpaham
paham	memahami
paham	memahamkan
paham	terpahami
paham	pemahaman
paham	sepaham
pahat	pahat
pahat	berpahat
pahat	memahat
pahat	pahatan
pahat	pemahat
pahat	pemahatan
pahit	pahit
pahit	berpahit-pahit
pahit	memahitkan
pahit	kepahitan
pahit	sepahit
pair	pair
pair	berpair-pair
pair	memairi
pair	pemair
pajak	pajak
pajak	memajaki
pajak	perpajakan
pajak	pemajakan
pajak	pajak
pajak	memajaki
pajak	pemajak
pajan	pajan
pajan	memajankan
pajan	terpajan
pajan	pemajaan
pajang	pajang
pajang	memajang
pajang	memajangkan
pajang	pajangan
pajang	pemajang
pajang	pemajangan
mengepak	mengepak
mengepak	mengepakkan
mengepak	pengepak
mengepak	pengepakan
pakai	pakai
pakai	memakai
pakai	memakaikan
pakai	terpakai
pakai	pakaian
pakai	berpakaian
pakai	pemakai
pakai	pemakaian
pakai	sepemakai
pakal	pakal
pakal	memakal
pakal	pemakal
pakan	pakan
pakan	berpakan
pakan	berpakankan
pakan	memakankan
pakan	pakanan
pakat	pakat
pakat	berpakat
pakat	memakati
paksa	paksa
paksa	memaksa
paksa	memaksa-maksa
paksa	memaksakan
paksa	terpaksa
paksa	keterpaksaan
paksa	paksaan
paksa	pemaksaan
paku	paku
paku	berpaku
paku	memaku
paku	memakukan
paku	terpaku
paku	keterpakuan
palak	palak
palak	memalak
palak	memalaki
palak	pemalak
palam	palam
palam	memalam
palam	pemalam
palang	palang
palang	memalang
palang	memalangi
palang	memalangkan
pale	pale
pale	memale
pale	palean
paling,	paling,
paling,	berpaling
paling,	memalingkan
paling,	palingan
paling	paling
paling	paling-paling
paling	sepaling
palis,	palis,
palis,	berpalis
palis,	memalis
3palis	3palis
3palis	memalis
3palis	memaliskan
3palis	terpalis
palit	palit
palit	berpalit
palit	memalit
palit	terpalit
palit	terpalit-palit
palsu	palsu
palsu	memalsu
palsu	memalsukan
palsu	pemalsu
palsu	pemalsuan
palsu	kepalsuan
palu	palu
palu	berpalu-palu
palu	berpalu-paluan
palu	memalu
palu	palu-memalu
palu	paluan
palun	palun
palun	berpalun-palun
palun	memalun
palun	memalunkan
palut	palut
palut	berpalut
palut	memalut
palut	terpalut
palut	pemalut
pamer	pamer
pamer	berpameran
pamer	memamerkan
pamer	pameran
pamit	pamit
pamit	berpamitan
pamit	memamitkan
pamong	pamong
pamong	praja
pamong	kepamongprajaan
pampang	pampang
pampang	memampang
pampang	memampangkan
pampang	terpampang
pampas	pampas
pampas	memampas
pampas	pampasan
pampas	pemampasan
pampat	pampat
pampat	memampat
pampat	memampatkan
pampat	pemampat
pampat	terpampat
pampat	kepampatan
pampat	keterpampatan
pana,	pana,
pana,	terpana
pana,	keterpanaan
panah	panah
panah	memanah
panah	memanahi
panah	memanahkan
panah	pemanah
panah	panahan
panah	pemanahan
panah	sepemanah
panas	panas
panas	panas-panas
panas	berpanas
panas	berpanas-panas
panas	memanas
panas	memanas-manasi
panas	memanasi
panas	memanaskan
panas	terpanasi
panas	pemanas
panas	pemanasan
panas	kepanasan
pancang	pancang
pancang	memancang
pancang	memancangkan
pancang	terpancang
pancang	pancangan
pancar	pancar
pancar	terus
pancar	memancarteruskan
pancar	pancar
pancar	berpancaran
pancar	memancar
pancar	memancarkan
pancar	terpancar
pancar	pancaran
pancar	pemancar
pancar	sepancar
pancing	pancing
pancing	memancing
pancing	terpancing
pancing	pancingan
pancing	pemancing
pancing	pemancingan
pancing	kepancingan
pancit	pancit
pancit	memancit
pancit	memancit-mancitkan
pancung	pancung
pancung	memancung
pancung	pemancung
pancur,	pancur,
pancur,	memancur
pancur,	pancuran
pancur,	berpancuran
pandai	pandai
pandai	berpandai-pandai
pandai	memandai,
pandai	memandai-mandai
pandai	memandaikan
pandai	kepandaian
pandai	sepandai-pandai
pandak	pandak
pandak	memandakkan
pandak	memperpandak
pandang	pandang
pandang	berpandangan
pandang	berpandang-pandangan
pandang	memandang
pandang	pandang-memandang
pandang	memandangi
pandang	terpandang
pandang	terpandang-pandang
pandang	pandangan
pandang	pemandang
pandang	pemandangan
pandang	sepemandangan
pandir	pandir
pandir	kepandiran
pandir	kepandir-pandiran
pandu	pandu
pandu	berpandu
pandu	berpandukan
pandu	memandu
pandu	memandukan
pandu	panduan
pandu	pemandu
pandu	pemanduan
pandu	kepanduan
panen	panen
panen	memanen
panen	panenan
panen	pemanenan
panggang	panggang
panggang	memanggang
panggang	dipanggang
panggang	panggangan
panggang	pemanggang
panggang	pemanggangan
panggil	panggil
panggil	memanggil
panggil	memanggil-manggil
panggil	memanggilkan
panggil	terpanggil
panggil	panggilan
panggil	pemanggil
panggil	pemanggilan
panggil	sepemanggil
panggung	panggung
panggung	memanggung
panggung	memanggungkan
panggung	panggungan
panggung	pemanggungan
pangkal	pangkal
pangkal	tolak
pangkal	berpangkal
pangkal	tolak
pangkal	pangkal
pangkal	berpangkal
pangkal	berpangkalan
pangkal	Madiunmemangkal
pangkal	memangkalkan
pangkal	pangkalan
pangkas	pangkas
pangkas	berpangkas
pangkas	memangkas
pangkas	pangkasan
pangkas	pemangkas
pangkas	pemangkasan
pangkat	pangkat
pangkat	berpangkat
pangkat	pemangkatan
pangkat	kepangkatan
pangkat	sepangkat
pangku	pangku
pangku	berpangku
pangku	memangku
pangku	pangkuan
pangku	pemangku
pangku	pemangkuan
pangsa	pangsa
pangsa	berpangsa
pangsa	memangsakan
pangsa	pemangsaan
panitia	panitia
panitia	dsb)mempanitiai
panitia	kepanitiaan
panjang	panjang
panjang	berpanjang,
panjang	lebarberpanjang-panjang
panjang	berkepanjangan
panjang	memanjang
panjang	memanjangkan
panjang	memperpanjang
panjang	pemanjangan
panjang	perpanjangan
panjang	pemerpanjangan
panjang	kepanjangan
panjang	sepanjang
panjat	panjat
panjat	memanjat
panjat	memanjatkan
panjat	panjatan
panjat	pemanjat
panjat	pemanjatan
3panjut,	3panjut,
3panjut,	memanjut
3panjut,	memanjut-manjut
3panjut,	memanjutkan
pantak	pantak
pantak	memantak
pantak	memantakkan
pantang	pantang
pantang	berpantang
pantang	memantang
pantang	memantangkan
pantang	pantangan
pantar	pantar
pantar	sepantar
pantar	pantaran
pantas	pantas
pantas	memantas
pantas	memantas-mantas
pantas	diri
pantas	pemantas
pantas	sepantasnya
pantau	pantau
pantau	memantau
pantau	terpantau
pantau	pantauan
pantau	pemantau
pantau	pemantauan
pantek	pantek
pantek	memantek
pantek	terpantek
pantik	pantik
pantik	memantik
pantik	pemantik
pantik	pantik
pantik	memantik
pantik	pemantikan
panting,	panting,
panting,	berpantingan
panting,	terpanting
pantul	pantul
pantul	memantul
pantul	memantulkan
pantul	pantulan
pantul	pemantulan
pantun	pantun
pantun	berpantun
pantun	berpantun-pantun
pantun	memantuni
pantun	memantunkan
pantun	pemantun
papah	papah
papah	berpapah
papah	memapah
papak	papak
papak	berpapakan
papak	memapak
papak	pemapakan
papan	papan
papan	memapan
papan	memapani
papar	papar
papar	memapar
papar	paparan
papar,	papar,
papar,	memapar
papar,	memaparkan
papar,	paparan
papar,	pemaparan
3papar,	3papar,
3papar,	memapar
3papar,	pemaparan
papas,	papas,
papas,	memapas
papas,	pemapasan
papas	papas
papas	berpapasan
papas	memapas
papas	papasan
parak	parak
parak	berparak
parak	memarakkan
parang	parang
parang	memarang
parang	memarangkan
parap	parap
parap	berparap
parap	memarap
parap	pemarap
paras	paras
paras	memaras
paras	separas
pariwisata	pariwisata
pariwisata	berpariwisata
pariwisata	kepariwisataan
parkir	parkir
parkir	memarkir
parkir	terparkir
parkir	perparkiran
partai	partai
partai	berpartai
partai	kepartaian
paruh	paruh
paruh	memaruh
paruh	paruhan
paruh	pemaruh
paruh	separuh
parun	parun
parun	memarun
parun	parunan
parun	pemarun
parun	pemarunan
parut	parut
parut	berparut
parut	memarut
parut	pemarut
parut	parutan
pas-pasan	pas-pasan
pas-pasan	mengepas
pas-pasan	mengepaskan
pasak	pasak
pasak	memasak
pasak	memasakkan
pasak	terpasak
pasang	pasang
pasang	berpasang
pasang	berpasang-pasang
pasang	berpasang-pasangan
pasang	memasangkan
pasang	pasangan
pasang	sepasang
3pasang	3pasang
3pasang	berpasang-pasangan
3pasang	memasang
3pasang	pasang-memasang
4pasang	4pasang
4pasang	memasang
4pasang	memasangkan
4pasang	terpasang
4pasang	pasangan
4pasang	pemasang
4pasang	pemasangan
pasar	pasar
pasar	memasarkan
pasar	pasaran
pasar	pemasar
pasar	pemasaran
pasok	pasok
pasok	memasok
pasok	memasokkan
pasok	pemasok
pasok	pemasokan
pasok	pasokan
pasrah	pasrah
pasrah	berpasrah
pasrah	memasrahkan
pasrah	kepasrahan
pasti	pasti
pasti	memastikan
pasti	pemastian
pasti	kepastian
pasuk,	pasuk,
pasuk,	berpasuk-pasuk
pasuk,	pasukan
pasung	pasung
pasung	memasung
pasung	memasungkan
pasung	pasungan
pasung	pemasungan
patah	patah
patah	mematah-matah
patah	mematahkan
patah	patahan
patah	pematah
patah	pematahan
patih	patih
patih	pematih
patih	kepatihan
patok	patok
patok	mematok
patok	kilomematokkan
patok	patokan
patok	pematokan
patri	patri
patri	mematri
patri	mematrikan
patri	terpatri
patri	patrian
patri	pematri
patroli	patroli
patroli	berpatroli
patroli	mempatroli
patuh	patuh
patuh	mematuhi
patuh	pematuhan
patuh	kepatuhan
patuk	patuk
patuk	mematuk
patuk	mematuk-matuk
patung	patung
patung	mematung
patung	mematungkan
patung	pematung
patut	patut
patut	berpatutan
patut	mematut
patut	mematut-matut
patut	mematutkan
patut	kepatutan
patut	sepatutnya
pauk	pauk
pauk	memauk
pauk	pemauk
paut,	paut,
paut,	berpaut
paut,	berpautan
paut,	memaut
paut,	paut-memaut
paut,	memautkan
paut,	terpaut
paut,	pautan
paut,	perpautan
paut,	paut,
paut,	terpaut
paut,	pautan
payah	payah
payah	berpayah-payah
payah	memayahkan
payah	memayah-mayahkan
payah	kepayahan
payung	payung
payung	berpayung
payung	memayungi
payung	memayungkan
pecah	pecah
pecah	belah
pecah	berpecah
pecah	belah
pecah	memecah
pecah	belah
pecah	memecahbelahkan
pecah	pemecah
pecah	belah
pecah	pecah
pecah	berpecah
pecah	berpecahan
pecah	memecah
pecah	memecahkan
pecah	terpecah
pecah	terpecah-pecah
pecah	pecahan
pecah	perpecahan
pecah	pemecah
pecah	pemecahan
pecah	kepecahan
pecat	pecat
pecat	memecat
pecat	memecatkan
pecat	pemecatan
pedas	pedas
pedas	memedaskan
pedas	kepedasan
pedih	pedih
pedih	memedihkan
pedih	kepedihan
pedoman	pedoman
pedoman	berpedoman
pedoman	memedomani
peduli	peduli
peduli	memedulikan
peduli	kepedulian
pegang	pegang
pegang	berpegang
pegang	berpegangan
pegang	memegang
pegang	pegangan
pegang	perpegangan
pegang	pemegang
pegang	pemegangan
pegat	pegat
pegat	memegat
pegat	pemegatan
pejal	pejal
pejal	memejalkan
pejal	kepejalan
pejam	pejam
pejam	memejamkan
pejam	terpejam
peka	peka
peka	memeka
peka	kepekaan
pekak	pekak
pekak	pekak-pekak
pekak	memekakkan
pekak	terpekak
pekat	pekat
pekat	memekatkan
pekat	kepekatan
pekik	pekik
pekik	pekik-pekuk
pekik	memekik
pekik	memekikkan
pekik	terpekik
pekik	terpekik-pekik
pekik	pekikan
pelan	pelan
pelan	pelan-pelan
pelan	memelankan
pelana	pelana
pelana	berpelana
pelana	memelana
pelawa	pelawa
pelawa	memelawa
pelawa	pelawaan
pelesat,	pelesat,
pelesat,	memelesat
pelesat,	terpelesat
peleset	peleset
peleset	memeleset
peleset	memelesetkan
peleset	terpeleset
peleset	pelesetan
peleset	pemelesetan
peleset	kemelesetan
pelesir,	pelesir,
pelesir,	berpelesir
pelesir,	pelesiran
pelet	pelet
pelet	memelet
pelet	peletan
pelihara	pelihara
pelihara	memelihara
pelihara	memeliharakan
pelihara	terpelihara
pelihara	peliharaan
pelihara	pemelihara
pelihara	pemeliharaan
pelik	pelik
pelik	pelikan
pelik	kepelikan
pelintir	pelintir
pelintir	memelintir
pelintir	memelintir-melintir
pelintir	terpelintir
pelintir	pelintiran
pelintir	pemelintir
pelintir	pemelintiran
pelitur	pelitur
pelitur	berpelitur
pelitur	memelitur
pelitur	pelituran
pelonco	pelonco
pelonco	memelonco
pelonco	perpeloncoan
pelopor	pelopor
pelopor	memelopori
pelopor	kepeloporan
pelotot,	pelotot,
pelotot,	memelotot
pelotot,	memelototi
peluh	peluh
peluh	berpeluh
peluh	berpeluh-peluh
peluk	peluk
peluk	berpeluk
peluk	berpelukan
peluk	berpeluk-pelukan
peluk	memeluk
peluk	memeluki
peluk	terpeluk
peluk	pelukan
peluk	pemeluk
peluk	pemelukan
peluk	sepemeluk
peluk	sepemelukan
penat	penat
penat	berpenat-penat
penat	memenatkan
penat	kepenatan
pencar	pencar
pencar	berpencar
pencar	berpencar-pencar
pencar	berpencaran
pencar	memencar
pencar	memencar-mencar
pencar	memencarkan
pencar	terpencar
pencar	terpencar-pencar
pencar	pemencaran
pencil,	pencil,
pencil,	memencil
pencil,	memencilkan
pencil,	terpencil
pencil,	keterpencilan
pencil,	pemencilan
penda	penda
penda	memenda
penda	pendaan
pendam	pendam
pendam	memendam
pendam	memendamkan
pendam	terpendam
pendar	pendar
pendar	berpendar
pendar	berpendar-pendar
pendar	pendaran
pendar	berpendaran
pendek	pendek
pendek	memendek
pendek	memendekkan
pendek	pemendekan
pendek	kependekan
pengap	pengap
pengap	memengap
pengap	memengapkan
pengap	kepengapan
pengaruh	pengaruh
pengaruh	berpengaruh
pengaruh	memengaruhi
pengaruh	terpengaruh
penggal	penggal
penggal	berpenggal-penggal
penggal	berpenggalan
penggal	memenggal
penggal	terpenggal
penggal	penggalan
penggal	pemenggal
penggal	pemenggalan
penggal	sepenggal
pengkol	pengkol
pengkol	memengkol
pengkol	pengkolan
pening	pening
pening	memeningkan
pening	kepeningan
penjara	penjara
penjara	memenjara
penjara	memenjarakan
penjara	terpenjara
penjara	kepenjaraan
pensiun	pensiun
pensiun	memensiun
pensiun	memensiunkan
pensiun	pensiunan
pentang	pentang
pentang	mementang
pentang	terpentang
pentas	pentas
pentas	berpentas
pentas	mementaskan
pentas	pementasan
penting	penting
penting	mementingkan
penting	terpenting
penting	kepentingan
penting	berkepentingan
pentol	pentol
pentol	berpentol
pentol	pentolan
pentung	pentung
pentung	mementung
pentung	pentungan
pentung	pentung-pentungan
penuh	penuh
penuh	memenuhi
penuh	terpenuhi
penuh	pemenuhan
penuh	sepenuh
pepat	pepat
pepat	berpepat
pepat	memepat
peper	peper
peper	memeper
peper	terpeper
pepes	pepes
pepes	memepes
pepes	pepesan
pepet	pepet
pepet	memepet
pepet	memepeti
pepet	memepetkan
pepet	terpepet
pepet	kepepet
perah,	perah,
perah,	memerah
perah,	perahan
perah,	pemerah
perah,	pemerahan
perai	perai
perai	berperai-perai
perai	memerai
perak	perak
perak	keperakan
perak	keperak-perakan
peram	peram
peram	memeram
peram	pemeram
peram	peraman
3peram	3peram
3peram	berperam
3peram	memeram
peran	peran
peran	berperan
peran	memerankan
peran	peranan
peran	pemeran
peran	pemeranan
peran	peran
peran	serta
peran	berperan
peran	serta
perang	perang
perang	berperang
perang	berperang-perangan
perang	memerangi
perang	peperangan
perangah,	perangah,
perangah,	memerangahkan
